,Sample,20[80114-1-U3]R.mzXML Peak height,14[80106-1-U3]R.mzXML Peak height,16[80110-1-U3]R.mzXML Peak height,12[80104-1-U3]R.mzXML Peak height,15[80107-1-U3]R.mzXML Peak height,17[80111-1-U3]R.mzXML Peak height,13[80105-1-U3]R.mzXML Peak height,11[80103-1-U3]R.mzXML Peak height,25[50013-1-U3]R.mzXML Peak height,24[50012-1-U3]R.mzXML Peak height,21[50009-1-U3]R.mzXML Peak height,19[80113-1-U3]R.mzXML Peak height,18[80112-1-U3]R.mzXML Peak height,1[40011-1-U3]R.mzXML Peak height,10[40007-1-U3]R.mzXML Peak height,27[50015-1-U3]R.mzXML Peak height,26[50014-1-U3]R.mzXML Peak height,28[50016-1-U3]R.mzXML Peak height,31[60195-1-U3]R.mzXML Peak height,22[50010-1-U3]R.mzXML Peak height,30[50018-1-U3]R.mzXML Peak height,23[50011-1-U3]R.mzXML Peak height,29[50020-1-U3]R.mzXML Peak height,3[40003-1-U3]R.mzXML Peak height,39[60253-1-U3]R.mzXML Peak height,37[60251-1-U3]R.mzXML Peak height,2[40012-1-U3]R.mzXML Peak height,38[60252-1-U3]R.mzXML Peak height,33[60197-1-U3]R.mzXML Peak height,32[60196-1-U3]R.mzXML Peak height,40[60254-1-U3]R.mzXML Peak height,34[60198-1-U3]R.mzXML Peak height,36[60250-1-U3]R.mzXML Peak height,35[60247-1-U3]R.mzXML Peak height,4[40001-1-U3]R.mzXML Peak height,5[40002-1-U3]R.mzXML Peak height,6[40009-1-U3]R.mzXML Peak height,7[40010-1-U3]R.mzXML Peak height,9[40006-1-U3]R.mzXML Peak height,8[40005-1-U3]R.mzXML Peak height,45[Pr-EH0033]R.mzXML Peak height,42[Pr-EH0030]R.mzXML Peak height,41[Pr-EH0029]R.mzXML Peak height,50[Pr-EH0039]R.mzXML Peak height,48[Pr-EH0036]R.mzXML Peak height,44[Pr-EH0032]R.mzXML Peak height,47[Pr-EH0035]R.mzXML Peak height,46[Pr-EH0034]R.mzXML Peak height,51[Pr-EH0081]R.mzXML Peak height,43[Pr-EH0031]R.mzXML Peak height,59[Pr-EH0090]R.mzXML Peak height,52[Pr-EH0082]R.mzXML Peak height,63[Pr-EH0215]R.mzXML Peak height,58[Pr-EH0089]R.mzXML Peak height,55[Pr-EH0085]R.mzXML Peak height,53[Pr-EH0084]R.mzXML Peak height,49[Pr-EH0037]R.mzXML Peak height,69[Pr-EH0237]R.mzXML Peak height,64[Pr-EH0217]R.mzXML Peak height,56[Pr-EH0086]R.mzXML Peak height,65[Pr-EH0223]R.mzXML Peak height,54[Pr-EH0083]R.mzXML Peak height,57[Pr-EH0088]R.mzXML Peak height,62[Pr-EH0213]R.mzXML Peak height,60[Pr-EH0091]R.mzXML Peak height,68[Pr-EH0234]R.mzXML Peak height,78[Pr-EH0352]R.mzXML Peak height,61[Pr-EH0212]R.mzXML Peak height,70[Pr-EH0242]R.mzXML Peak height,66[Pr-EH0232]R.mzXML Peak height,71[Pr-EH0339]R.mzXML Peak height,80[Pr-EH0354]R.mzXML Peak height,74[Pr-EH0349]R.mzXML Peak height,77[Pr-EH0351]R.mzXML Peak height,76[Pr-EH0350]R.mzXML Peak height,72[Pr-EH0340]R.mzXML Peak height,73[Pr-EH0344]R.mzXML Peak height,67[Pr-EH0233]R.mzXML Peak height,75[Pr-EH0335]R.mzXML Peak height,79[Pr-EH0353]R.mzXML Peak height
,"338,0765","56697,8346","66012,60134","1,07E+03","66807,57902","122529,5263","1,07E+03","48745,03728","45214,63438","1,07E+03","319178,1221","77235,26518","60372,74509","83440,72813","1,07E+03","741298,5884","34867,03415","1,07E+03","1,07E+03","468288,233","29788,27467","35051,00603","218165,8828","292111,9069","64741,78817","44820,57969","74521,64018","61005,38415","392516,4478","248742,3895","161143,3475","1,07E+03","42758,42277","59465,93549","1,07E+03","1,07E+03","47306,86384","188241,8212","179919,3085","172544,2587","1,07E+03","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","56418,94732","3807,699038","3807,699038","3807,699038","3807,699038","172600,9321","40352,27768","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","55530,95915","3807,699038","70167,12813","3807,699038","154614,6585","39824,78058","147107,2536","3807,699038","73208,13973","158741,3813","3807,699038","65927,62411","25029,78304","3807,699038","3807,699038","3807,699038","3807,699038"
,"338,1197","1,07E+03","1,07E+03","28772,01239","1,07E+03","1,07E+03","89501,70313","110775,5938","90561,65625","1,07E+03","131087,1719","78265,80469","1,07E+03","95612,02344","1,07E+03","93508,92969","1,07E+03","1,07E+03","54315,40223","87745,46094","87735,55469","90157,75","67916,67188","106697,9297","81088,04688","1,07E+03","56624,41585","1,07E+03","80697,58594","7475723,543","104196,5859","127643,9531","89437,52344","75555,25781","90632,4375","87555,24219","65033,625","60503,34152","313590,8344","333555,1176","45450,14129","50659,73058","3807,699038","3807,699038","3807,699038","3807,699038","79891,71875","43840,88259","62696,26563","3807,699038","3807,699038","74592,93393","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","105556,3906","62787,50402","40290,65647","3807,699038","102720,2031","63905,03906","41604,53259","3807,699038","19453,26317","138122,125","3807,699038","64649,07991","101967,0313",135992,"38247,56763","115095,0703","166410,7031","3807,699038","80437,25313","76310,17188","3807,699038","101288,6016","3807,699038","75390,80469"
,"338,7989","163100,0795","78509,97679","30071,52199","1,07E+03","1,07E+03","36321,33862","1,07E+03","67097,0875","1,07E+03","52872,02634","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","35539,39554","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","98598,84643","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","65702,44241","1,07E+03","1,07E+03","1,07E+03","64907,32813","732011,9063","3807,699038","3807,699038","3807,699038","211838,7018","48407,44308","3807,699038","563422,8116","646986,4268","56553,33839","86268,43527","66150,74152","3807,699038","194021,5504","66796,55179","3807,699038","3807,699038","448207,2545","52107,17054","3807,699038","110760,1683","3807,699038","64678,28348","294063,8676","73705,36696","63927,12634","104686,8955","3807,699038","43200,79085","3807,699038","3807,699038","3807,699038","3807,699038","54157,21496","3807,699038","212380,71","92917,6817","61592,91629","3807,699038"
,"339,0682","1068981,043","1436881,566","1171977,25","1751891,696","3189215,807","1632782,373","5281044,8","1610034,446","270343,4652","3062339,307","4170641,857","2137085,793","957246,4411","2440771,689","7784983,357","2928218,486","3046624,357","953533,3893","5657457,529","8825816,071","2491327,846","3122310,843","2538289,629","1986582,493","1525166,068","1988623,093","6858326,629","2190250,071","1733992,754","7106917,314","2129868,204","3530004,607","4157433,357","6957543,657","2027573,25","1,07E+07","2012696,111","8967669,386","3643395,571","5018076,057","4447143,693","2560010,268","3235352,357","4409439,821","1294635,145","9938921,229","3087249,879","4059307,171","2233357,418","2094949,125","820721,7714","1231120,539","1821443,475","1272737,204","1977401,632","3619356,936","1,04E+07","2334135,779","1014877,416","3661668,836","2923996,857","8896382,7","1953204,275","4187210,457","1188798,666","2776681,679","904334,7375","1965929,432","8262264,157","2207138,443","6017516,586","3168708,443","4338503,636","2403290,961","2324187,257","1778155,579","4195229,014","4271861,679","6834092,371","936282,4473"
,"339,1714","55194,33259","320369,4683","26138,26652","266760,4741","362968,5054","1,07E+03","545725,7442","202495,9933","50545,58772","350801,5386","240325,9509","341442,5685","1,07E+03","70362,52188","671950,2411","63845,39821","411253,9991","1,07E+03","158201,0574","431203,6054","217805,4766","314255,0232","373141,5011","178942,9375","147868,2107","236755,5768","1020032,939","250102,6665","196182,8498","315641,7871","69633,41161","177986,7696","280522,4634","370572,4424","323964,1868","149946,8616","344104,0844","278898,4786","298664,1942","225500,1384","148896,8192","362766,192","83896,90915","489047,5295","98641,14152","418283,9938","56380,88326","389001,3902","177619,4058","178368,9049","58544,58862","63805,51563","67762,15179","41118,99286","61939,70112","293690,3201","570387,9813","3807,699038","3807,699038","264642,1411","384710,3804","477282,5571","130368,2946","419275,2732","3807,699038","238514,3415","68181,44464","3807,699038","314140,9768","200158,8938","511123,7268","324378,448","236341,321","277472,625","242577,5978","219532,1748","488364,4629","305389,6192","198315,1259","52198,49621"
,"340,186","2478100,075","1808278,036","483016,6835","1015283,18","3363714,793","1232753,486","983717,6286","4925838,214","41565,96384","2030572,371","1163382,282","1962436,736","2175372,896","129451,2996","407023,9701","4307968,429","555492,9759","8607720,586","590939,3893","303101,1022","4708301,543","1637581,148","1973795,543","515153,9911","480035,2705","1317535,213","372418,8299","542069,8937","2750540,346","3428695,479","504031,3705","3704972,732","2696267,464","1500206,343","2027414,1","1241919,968","727057,0929","5989191,471","1605164,071","8445436,071","172863,169","299161,1469","231661,1536","342510,7638","529145,1754","60412,49397","391593,7902","29993,61607","161545,3804","639460,2705","1673703,882","679211,0679","329716,1844","156848,3817","101995,2112","491984,171","3,81E+03","1901436,329","72552,91116","81801,76116","807819,5554","29879,54911","66682,94978","79805,55893","487927,6357","222345,8589","161389,5478","2651647,061","64075,6942","1417941,729","473579,1777","61075,42946","407548,7402","61882,72076","1155746,029","394240,4063","133499,9196","945178,9286","192141,3339","33298,84866"
,"341,0293","204643,0147","1182612,318","33361,17946","265694,5049","502974,7652","173456,7857","716566,567","548951,6786","1,07E+03","272985,2348","106299,4295","508514,5625","1,07E+03","1,07E+03","344170,9277","323550,8772","56183,9375","171318,3982","191903,1759","27631,61217","113905,0799","220579,8455","276451,8786","101119,4272","1,07E+03","579435,4741","600268,5661","50976,08237","117178,2467","531342,3759","1,07E+03","157874,2402","230052,8558","129048,9364","243422,4125","799717,2946","395381,5455","328340,4522","350892,1924","830775,7821","47973,76473","95476,65223","136180,2379","2546313,696","3807,699038","32658,47232","259827,575","197162,0658","79575,33036","3807,699038","3807,699038","98097,36161","3807,699038","3807,699038","3807,699038","566283,9911","219698,5379","210142,2138","32330,61897","3807,699038","370134,0143","31076,13092","3807,699038","74918,39286","43432,89018","3807,699038","3807,699038","299709,2411","392107,8549","160909,8326","463993,3335","118339,8902","3807,699038","123159,9576","206697,7295","178496,3655","3807,699038","202596,9583","461448,6482","3807,699038"
,"341,0663","76783,69509","66265,9317","84544,85167","71893,53884","209199,8533","113569,5049","380630,2464","153014,9857","16294,43359","182709,0071","259798,7723","170814,4703","65071,90179","134628,9121","373715,1339","207755,1429","220644,4859","55157,07679","333179,054","384216,921","109195,9229","199753,6717","163497,625","152193,6964","97160,4567","92082,88304","329961,4518","65937,77098","130423,1915","331616,3259","115022,9411","200630,3228","181577,7516","298035,8567","92497,26473","493875,5446","74796,30402","443239,0746","189375,7906","296257,8891","260082,4259","175191,8973","204355,2038","392717,3116","76168,97054","433560,933","218985,15","208833,9674","134840,1321","152183,3455","57343,00737","70268,95357","137516,0205","100864,3281","107443,2179","213252,7013","454529,7335","89918,53259","54404,83438","199462,9295","229193,6911","451375,5696","108348,0192","344044,8429","71090,7442","101674,6929","3807,699038","126054,5214","462537,304","140481,8094","247653,8067","329971,1268","285069,6723","185420,3223","151067,1","77719,1808","239874,7719","285465,6554","474414,6406","51549,56674"
,"341,1872","318250,8125","413399,5938","1,07E+03","307393,6875","474072,1875","237099,1563","554951,8125","466728,2813",39397,"396383,1875","266783,75","357001,3438","339630,2188","1,07E+03","671604,9375","504083,9375","348036,9688","953252,6875","159393,0641","455520,15","345754,9375","328141,3125","356522,875","172783,5734","218422,6875","302856,8125","771019,4063","220231,125","399909,625","397661,7188","85146,95313","348012,125","436173,1875","319517,3438","224320,6661",272344,"294910,4652","426207,8438","307255,117","525019,75","97869,40982","254327,0165","116041,499","354145,6531","175154,8594","427814,2705","63200,04621","274010,2955","104145,3469","142216,2228","260395,1094","134724,7813","3807,699038","52611,8125","3807,699038","243796,4018","477074,8643","274603,5938","3807,699038","182633,2279","269715,1705","510228,1563","155868,4471","359918,6134","3807,699038","271609,9375","3807,699038","403869,25","345094,75","137185,2813","409002,3107","274072,9839","274344,4491","334939,5958","241947,4107","193385,6354","327675,4629","376743,1563","174178,2375","3807,699038"
,"341,188","296653,4911","346079,2549","66551,30469","223091,2292","364055,5232","115162,4473","373048,8295","414401,4201","19135,68571","379546,558","188002,1893","212404,1455","284954,9911","1,07E+03","571855,017","244840,7696","257242,0583","543889,1357","225107,5625","544328,625","209342,0071","262615,1531","330452,9643","207575,1719","138161,9357","204831,675","913089,375","200084,3458","265712,9875","193149,9777","41357,09152","260951,2223","211855,5482","301043,392","314080,5","132281,3714","406525,0313","353491,3518","430677,375","328449,9571","201495,8438","346510,0938","165986,375","444386,9375","85075,21741","474754,1563","130117,7422","304749,2813","214416,8906","185754,4219","204080,6625","65437,75089","3807,699038","3807,699038","3807,699038","394486,9375","510733,125","143476,5696","3807,699038","274079,9688","299887,5313","449019,721","177218,1094","489298,0625","83625,77344","131924,8268","3807,699038","377144,1929","299322,6848","132968,583","406578,375","344254,0625","369602,0938","369388,4063","254059,7656","229812,6406","386269,9375","311970,8857","218698,6094","3807,699038"
,"341,2081","81427,61696","353470,6904","246387,8145","590223,9902","388897,2866","105164,6714","767202,5304","375840,0813","45426,43616","451199,7732","324382,8295","219310,233","142432,9531","137062,2634","1323041,171","303026,5263","558628,1295","55047,8404","318792,2835","786810,9393","421813,85","355500,4708","616320,8777","373867,8067","166767,9054","393758,2897","886364,8625","399088,8411","347318,1746","724593,0179","133594,9946","747078,5973","694635,4679","826873,617","563716,9929","609045,7527","557976,6509","338621,5656","585087,2839","348681,3589","340404,7978","367186,8647","297068,083","518111,8473","102535,7884","492956,8071","151956,95","365674,0607","256046,6763","280811,2397","70233,32946","105737,1161","81427,70045","66242,57188","276717,4098","444667,2991","1135904,573","170013,1576","65513,58304","279753,9165","528926,0906","534369,1295","373286,715","399254,8268","67260,96295","295803,5625","76713,50179","165759,8482","601137,9714","389682,9754","848227,9482","344427,1491","601452,458","360602,9366","472655,7054","420549,6232","584028,1223","677338,7732","234750,5665","459171,1846"
,"341,2658","256349,2768","536395,1714","364584,9321","1971577,02","574762,5929","252711,9071","7811623,257","2675679,393","102672,9826",4653058,"4840480,043","1362490,3","913564,9527","1691645,5","2860219,982","409757,9598","2063595,036","72316,0875","2632970,021","2983447,443","4001950,1","3878987,107","492218,6679","672891,0045","4160492,721","2776388,371","1491328,07","2128295,457","2526827,293","4126136,068","1861983,807","1564407,568","4517719,807","3692883,736","3077482,857","868452,3464","921353,0321","2797624,307","2800108,55","2583773,1","1938301,596","1405362,51","272514,8978","274096,4384","1446421,543","2718449,764","224208,7031","866086,1714","1984688,064","1335149,908","899838,4518","2248999,571","627875,6107","205427,8339","584637,2241","1253332,03","4522942,021","233950,475","71149,92545","2389872,711","1575251,296","3378416,007","6198081,657","2606207,104","61841,45022","1403144,454","340294,9107","137993,7134","2399151,443","2144689,336","3415980,479","1106933,676","2727434,575","6118721,8","963822,8929","2868851,6","3869146,121","1368161,752","1225288,266","568994,5728"
,"342,1762","223441,3058","91072,97679","110656,2432","87033,87545","277089,3558","102386,2263","180501,7446","184784,6826","1,07E+03","152286,5096","284305,4094","394840,4123","620976,8045","43548,01964","58411,90134","127148,0813","179481,0406","159411,6835","278917,9594","79923,3067","125649,74","170976,642","284578,3004","319632,4888","247492,9223","98472,3558","127950,3634","147252,4848","128709,5804","138812,3125","152194,1393","206674,7929","93048,98393","144133,0116","143346,6328","186944,8783","95534,73304","185911,2804","217124,8174","283757,3317","170497,0743","239797,7058","112583,3246","106039,0938","74575,78214","60474,50692","218052,0748","126340,3268","128506,2634","322830,4879","179114,1857","215477,458","81271,71027","176552,2734","77903,08438","98717,14063","47131,83594","210227,4964","117765,1551","111225,6446","553111,9143","204311,8438","322963,096","231331,8281","224369,6875","498562,6563","232873,6339","394899,5473","360434,3125","124010,9625","166301,4871","320924,1406","541108,4348","141099,7018","369873,5964","221777,7761","416887,0911","523849,75","427907,0625","51167,19196"
,"342,2126","357005,8763","272246,8558","65137,81473","142738,8152","254265,3679","379967,633","190556,6942","249784,798","1,07E+03","143695,9134","545323,6616","291777,5004","240170,9192","63820,39063","232141,846","475936,9036","229789,3455","200291,3393","371339,2344","184468,6641","142544,6743","186089,8569","119459,4326","199792,8924","301869,8636","195560,617","398131,3996","238996,971","70770,18237","220997,5183","417787,3438","172398,0777","191492,8607","176470,1196","118196,2719","276144,1866","251447,1848","158011,8123","158303,9884","431500,7661","556503,6598","1154867,639","1159839,355","1909210,486","480037,183","144349,0835","1795129,504","90586,28058","1401467,707","632620,892","372523,8125","553849,5304","743926,2098","987245,9196","571657,4027","1245661,411","190995,732","968082,1313","883107,6663","308090,9107","1075217,045","808941,8491","795940,7679","1823292,718","679725,8527","622664,0112","2417125,686","339643,0433","557339,2625","337376,6788","623860,8536","729092,6179","655146,7129","751243,8473","1172407,796","122578,8228","566315,0768","554142,7621","2823043,036","278397,1009"
,"342,2398","3,96E+07","2,43E+07","7288756,729","3,33E+07","5,50E+07","7529020,386","2,64E+07","4,81E+07","336205,1469","2,49E+07","2,93E+07","2,13E+07","3425721,1","266117,1161","2220197,143","1,19E+07","8165460,4","7615816,314","4151266,221","5720886,521","4,80E+07","1,28E+07","2,51E+07","3870666,129","9379522,771","2,20E+07","5384324,236","8391828,114","5,30E+07","3,16E+07","6965938,957","1,19E+07","2,03E+07","1,46E+07","1,86E+07","9157114,371","3,16E+07","1,88E+07","2,19E+07","4,71E+07","5882847,571","2,81E+07","2402308,214","1,14E+07","5058690,657","2248764,418","1596579,939","1008373,231","7983531,171","1,42E+07","1,67E+07","2,46E+07","4945608,3","1236195,552","3931881,607","1,39E+07","7325718,771","4478970,157","606764,5438","1,49E+07","1,97E+07","9132597,357","6429081,171","1,59E+07","1645090,979","1,02E+07","2921839,65","3524425,029","5200444,414","3,50E+07","2,40E+07","1476394,059","6800080,429","1,44E+07","2,49E+07","5778614,75","2289551,389","1,70E+07","5858874,543","421548,6286"
,"342,2489","649650,5321","528430,9384","297514,1094","490992,6482","447701,5786","984633,4295","861200,0768","519277,9321","32273,14152","873578,7482","1712442,911","931062,4714","1467172,275","255470,4964","587432,9563","1436087,286","961596,35","545443,942","3797879,436","2256811,871","389293,5643","1654233,702","772692,4348","1471405,846","1835177,889","752959,7018","955171,3179","884427,2411","1,07E+03","2191658,314","3603422,057","1002117,163","2081654,632","1548072,446","878142,7027","2281303,057","472462,6643","2667634,286","1211989,271","2026295,121","2821961,425","1894047,446","1949850,382","1479817,218","3269264,368","299932,3955","2241898,936","168328,1763","2418754,95","1748633,996","1920796,412","1492103,339","2168610,089","2532251,857","2839796,793","2253499,557","78626,92009","2555563,579","1170161,784","1507921,207","2665013,914","990898,2518","2089388,011","3936770,3","980939,1911","2469071,129","1040001,873","1545074,498","1023809,464","1790948,307","2103339,964","1640447,904","6227390,557","599264,5634","3531170,504","803234,3536","1796402,586","2076875,571","2844778,339","866522,6723"
,"343,2026","63530,12321","240381,3661","70734,46205","263483,6643","384314,1116","1,07E+03","573096,7214","222762,9192","1,07E+03","195625,0232","266814,0638","248944,6277","83838,96763","34767,55759","585774,4741","135089,8837","375018,1424","34983,05156","214979,4031","518562,383","190171,8346","337842,2344","495944,2183","191881,367","90462,22902","365334,4911","1022504,752","245711,4049","184738,8576","381105,8143","1,07E+03","235426,3884","494710,5527","348103,3112","336754,8969","236025,3138","463680,7078","325092,442","531523,9973","248174,435","344016,0353","283091,6484","137047,0188","421363,4384","80257,46295","471028,4054","117989,7942","317719,1808","238306,4183","135550,7623","3807,699038","92010,20045","136956,1893","39292,14174","76741,08125","361494,2125","598623,1607","66699,70491","3807,699038","312443,5487","354996,9161","592699,0884","203326,9013","469013,6792","38604,19576","422455,1371","80842,30089","37591,96339","406423,9384","152549,0855","728826,4304","322295,9357","259650,7152","137518,0848","308444,5991","360240,9663","419359,8339","427549,2254","282524,9946","25179,56897"
,"343,2233","335650,5","848601,875","290870,5938","771491,0625","2232576,5","286637,9063","3013661,75",622207,"23547,12121","916097,1875","789194,375","1001580,938","329346,5","248467,3125",1746960,"368284,75","859066,3125","70726,50402","869874,0625","948741,0625",641887,"827929,25","699701,9375","331550,1563","644953,1875","1256815,25","1757413,625","611907,125","865019,625","2394067,75","378905,0848","955416,5","1760908,25","906498,3125",751058,"1392310,625","1007875,5","1007822,188","1085620,75","3238945,5","796635,6875","1065231,625","447833,375","1182308,5","606807,8429","970745,5625","356476,0313","655620,125","637121,0625","458940,8438","375529,4946","437797,5","551513,25","187944,4688","443483,5625","1290735,75","1259137,125","92252,67813","91926,96875","1127526,375",2390845,"1167962,75","862689,5625",1537931,"273872,7737","1050357,5",363473,"252229,6719","1325748,875","716993,9375","3108582,75",599443,"1120439,25","728112,4375","861455,75","850167,4375","872499,4375","1128496,875","1045989,125","773085,375"
,"343,2238","304864,3379","772859,9795","263732,8085","723799,7429","1894289,739","167253,6804","2994905,107","504398,0848","48479,36719","899319,3321","685528,9545","844289,6259","308379,6955","269877,1734","1635700,811","355177,7788","675742,8522","145613,3906","830959,9696","862211,5446","608717,9384","753746,1554","592897,8232","336303,4636","601207,6","1015991,509","1554859,78","541625,8076","849188,0625","1973011,482","379347,0625","915639,7679","1783363,518","802112,25","738469,0759","1223015,614","971658,5625","892225,5518","963439,8607","2989596,914","725664,083","986838,7259","418222,8714","1057465,127","724684,6875","912470,2125","303757,4723","651023,9188","483897,2946","412426,3888","373149,9063","380462,7938","497221,3563","91287,31339","417192,1196","1046455,004","1258679,218","189931,9844","44650,24196","1040896,034","2503840,345","1051591,8","772217,1268","1492693,17","311719,625","1080388,213","286601,3746","170049,1766","1377225,859","694364,6884","2559987,114","444201,0754","1069020,954","636314,8964","834875,1455","826346,825","792177,3804","1118768,898","994311,9125","629647,5214"
,"344,2272","69623,82634","154644,4612","45407,56161","164306,8549","698008,2268","460907,0437","1129537,209","258641,7926","16614,55346","200406,2982","183225,3212","777075,8946","461180,8554","57547,96741","1840325,936","188167,7585","240533,6201","239243,7317","3772417,857","201628,967","176703,4886","187262,9888","232448,7455","54376,46563","128271,8455","246016,5076","219684,8962","196706,3214","169698,7911","328291,5879","78469,91295","155455,6594","316733,2045","165765,029","161384,4335","262062,8942","215175,2304","187930,2152","200543,6205","692680,2268","145459,6504","177688,4321","96684,15313","226145,6696","754625,9071","206245,4424","78553,05357","124979,9814","81764,45223","126158,9252","72017,3125","69016,14464","396877,0589","64843,8817","684609,4848","211044,4143","237368,0625","73150,90134","129140,9705","232493,7388","1919905,671","287594,3598","256503,8821","244418,9161","107099,5641","166807,6277","2,05E+07","89825,06228","252504,196","126680,1942","507673,1161","219469,6996","2014139,371","132033,8143","381368,3312","188530,1292","247213,0103","1821130,804","210229,9732","696007,0411"
,"345,0574","1,07E+03","225517,4946","116438,3094","169351,8969","329336,4482","69559,18839","323590,9757","107317,5696","24239,90536","176680,1766","103849,4027","212169,1871","55441,17031","304904,6942","573068,425","44314,02143","237850,7853","48879,0375","380012,315","418470,3027","162548,5516","70133,61384","419046,617","85953,97321","67844,56384","152157,3277","326745,3397","132288,3621","133257,6926","222105,6542","71596,75982","117528,108","178503,8951","242584,9375","257472,6371","143644,8746","157564,4344","213209,2464","286664,1545","102257,2313","72151,43036","144193,2183","97938,91763","149625,3679","79032,49152","152730,8402","51634,42254","314078,1554","116771,8504","135863,9263","3807,699038","75853,92411","3807,699038","43770,78795","81839,3433","89998,51607","334298,6357","59085,92857","41360,70402","155444,925","388270,0951","165660,0179","113651,1018","86699,44598","106133,7446","277894,9214","3807,699038","66056,20179","243699,2127","138913,4147","238980,1214","364438,3598","267937,9464","66897,10982","74283,99688","223288,5674","258216,9185","311457,1346","123723,0277","41451,96138"
,"345,1817","1,07E+03","249346,0705","40854,53661","79040,27813","113321,3777","40503,71049","220055,0179","84408,3317","23045,29487","174293,9757","172013,7129","136472,3875","91008,83862","62082,24688","383016,6808","95378,98192","200657,9201","41959,02054","86689,39777","259697,7984","140241,7761","145758,704","158681,1694","76563,26429","70863,87768","132934,7594","408644,381","80868,12902","102299,0969","187466,1076","47123,74576","245849,3174","169438,0967","214068,9348","161921,2308","296802,8301","166646,8973","150647,0563","140600,7433","110994,6013","111460,4286","168525,8371","106588,1292","117000,1094","41356,15424","257598,4462","60789,81808","190418,8313","72065,9067","70345,72679","3807,699038","52254,09152","96910,33661","3807,699038","90069,03571","149882,0107","335803,567","57109,6558","37083,20045","145221,5692","258649,2502","292813,6002","111240,3536","180737,4531","31754,97545","119328,8589","3807,699038","38924,09554","249456,1288","177229,8147","276401,2364","88805,06295","85044,08616","166518,8987","73419,16741","139487,5908","159221,1888","214620,5471","147935,8982","107317,7022"
,"345,2182","116272,5603","621401,7839","99811,13929","618180,3031","776315,9518","60001,58728","1265324,736","350892,5228","73565,32946","424069,9893","292477,5194","433066,8152","63741,40134","173342,6103","1453744,955","188555,9208","625836,0679","47184,60045","349767,2567","1006650,579","394835,2161","552456,6232","702270,0607","360576,7929","255396,9625","620245,0996","1917346,729","512599,0531","585629,2268","842809,1795","114487,0964","607725,4777","875527,2589","665404,2196","708312,1429","536984,2384","748390,9603","590862,8027","882093,7777","775515,6911","460272,6674","473810,1281","252258,9574","814823,3848","161817,4259","958588,3946","233396,3125","733706,5804","287952,1379","300403,1933","70197,14375","260035,0201","181986,4554","50261,29308","308554,1223","749353,7964","1251219,402","168600,4848","3807,699038","634029,0634","844297,6804","1074566,726","469653,4263","636022,3103","27589,99821","808856,6696","99370,46429","117321,8654","867345,8964","358976,5777","1595627,343","476931,5402","571642,558","376343,1625","503668,6143","931133,1411","733924,8107","731384,6366","578152,5938","117121,9629"
,"345,3468","506734,917","484005,4451","49552,15781","656429,0777","1272958,545","47716,7308","564294,2884","618278,6393","1,07E+03","371351,4482","600181,433","274148,3036","64122,49732","1,07E+03","184685,3455","212479,0339","257052,592","52896,18304","93882,44107","100981,7565","787382,3027","343905,8933","848847,3321","47368,50022","361497,4946","640753,9277","236822,7676","193893,5009","1242565,784","696146,2161","187785,415","215345,1797","692847,0161","313574,1871","400123,529","117747,7585","367788,3196","398444,2728","533510,9464","981336,5937","197473,8708","462427,2254","82732,78348","264653,9987","77632,86027","31782,58906","44674,0192","3807,699038","146044,0955","267890,8598","205694,1259","357657,4813","104304,4411","3807,699038","76808,42857","411678,2","193510,1795","3807,699038","3807,699038","300885,0246","367778,0911","214819,1563","209878,7656","239052,1844","3807,699038","221255,7464","3807,699038","3807,699038","54429,22254","699663,2754","622214,1348","41324,85982","252714,4366","286208,1598","604832,158","177178,8349","64848,32902","357034,4379","99663,88884","3807,699038"
,"346,2329","255478,2746","92964,51518","48571,55","163352,1696","58728,64777","95802,59286","45837,40737","92395,84241","1,07E+03","41044,54196","49025,16161","125674,3594","132204,2185","1,07E+03","49465,22634","80273,21071","46900,39688","123843,4558","66636,00804","22589,57533","56086,50246","51711,65871","68299,32902","59939,0971","64535,49107","77872,97009","70349,80982","32472,76629","57592,06496","106777,079","199720,5567","97511,97143","179491,4277","34747,80268","62030,43862","42456,82835","87683,85223","101296,4033","80324,25179","198788,4554","88818,85268","393228,3844","145365,3188","484148,2022","336041,5259","3807,699038","335437,3951","3807,699038","145870,6554","96261,80179","326763,1094","260999,971","679013,3777","200933,4299","608730,242","270989,1906","23796,0308","222818,4795","200728,5344","271546,3022","323757,8589","35909,33906","89659,64129","728706,1554","57178,89665","440911,2987","365380,8179","187812,471","221643,7145","100412,4835","93259,875","140893,3045","244145,1379","91258,24643","136717,4348","3807,699038","280132,5723","149725,3138","638213,5768","40476,18795"
