Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104
Metabolite Name,54C,29H,6H,37H,56C,154C,68C,10C,9C,78C,52H,62C,88C,34H,56H,132C,66C,13H,31H,11H,74C,1C,130C,10H,114C,9H,35H,112C,21C,142C,45H,118C,41H,170C,52C,122C,108C,40H,64C,72C,98C,148C,116C,96C,166C,17C,140C,60C,49H,36C,20C,100C,33H,8H,81C,14C,164C,152C,28H,23H,44H,134C,7H,158C,168C,3C,146C,54H,57H,94C,12H,34C,42H,136C,46H,172C,55H,120C,14H,35C,24H,48H,20H,156C,16H,48C,30H,17H,27H,50H,144C,110C,21H,15H,160C,45C,19H,70C,39H,150C,92C,58C,47H
Factors,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy
492.3454,1.459,1.255,1.545,1.221,2.188,1.126,1.361,1.192,1.21,1.354,0.774,1.318,1.247,1.332,0.869,1.057,1.326,0.58,1.725,0.674,1.004,1.817,1.184,0.835,1.629,0.788,1.492,0.957,0.979,1.342,0.786,1.964,1.28,0.775,1.269,1.192,2.666,1.005,2.042,1.141,1.657,0.785,1.651,1.485,1.007,1.811,1.014,1.057,0.988,1.055,2.471,1.549,1.016,1.466,2,1.039,1.609,0.993,1.935,0.62,0.482,0.44,1.029,0.451,0.256,0.736,0.865,0.945,0.639,0.561,0.289,0.733,0.408,0.507,0.413,0.411,0.55,0.682,1.576,1.259,1.858,0.823,1.225,0.742,1.094,0.978,1.694,1.262,0.826,0.914,0.567,0.272,0.496,0.457,0.727,1.638,0.719,1.277,1.588,2.199,0.592,0.478,0.654
369.1729,209.596,279.698,543.409,277.398,341.809,258.919,330.529,514.444,469.498,757.117,514.959,417.735,590.503,327.464,179.862,191.715,257.665,824.115,239.332,311.861,560.998,387.991,273.073,432.843,615.461,266.808,205.271,216.492,95.494,292.347,132.804,413.929,349.256,470.492,100.896,300.933,435.191,297.398,365.791,811.29,419.101,350.102,94.61,299.264,592.406,267.237,303.165,114.574,297.769,201.008,72.344,266.845,498.717,156.108,406.935,180.672,203.39,397.426,155.314,329.301,326.464,260.693,266.057,890.222,287.202,70.192,296.375,185.899,403.405,325.214,1038.709,519.946,262.304,838.717,304.398,593.206,327.048,642.036,341.474,595.866,186.895,303.425,246.351,292.27,167.772,602.192,89.558,121.038,547.648,213.288,225.674,63.091,232.899,271.951,102.381,506.311,153.495,503.326,323.828,445.124,35.277,240.476,0
451.3159,7.374,3.322,5.644,2.897,8.535,4.486,4.838,4.764,5.825,1.373,2.699,5.383,3.638,2.449,3.358,3.585,5.947,2.611,3.89,8.286,8.583,7.119,4.981,9.317,13.26,7.93,6.203,6.019,4.355,8.795,6.162,16.036,10.511,7.572,9.471,6.06,7.265,3.147,17.125,7.498,12.257,9.563,15.196,8.524,6.1,12.864,15.865,8.997,6.909,7.826,17.449,13.346,12.078,8.683,10.876,9.048,9.704,10.311,7.821,8.299,5.072,6.304,9.577,11.298,5.278,9.978,13.458,7.822,8.019,9.377,6.554,10.678,4.817,8.502,10.958,11.309,7.689,12.094,16.546,11.881,13.602,7.383,10.214,13.207,12.822,9.8,7.968,25.27,5.761,9.798,22.433,10.058,9.101,8.281,7.372,13.386,6.954,8.443,6.946,14.301,5.634,7.359,9.377
333.2064,36.005,0,41.06,15.743,40.607,34.534,24.252,136.561,127.966,0,0,0,0,0,21.39,24.711,30.918,25.176,47.823,46.622,9.859,33.962,8.302,50.358,41.071,10.158,6.605,5.261,60.335,13.005,9.453,10.31,14.79,31.73,0,0,0,0,0,69.317,0,0,0,0,0,0,0,0,0,0,0,27.093,7.945,6.865,9.398,14.206,33.012,59.982,5.87,29.225,7.471,9.715,11.126,13.484,24.779,8.775,21.205,4.459,42.465,18.526,15.425,16.588,0,37.458,16.869,19.042,5.241,17.998,18.028,28.526,9.931,7.426,9.448,0,80.381,20.971,17.726,17.976,29.765,16.722,0,22.774,7.761,11.404,14.221,30.661,43.055,15.331,5.906,24.168,9.736,10.266,12.658
261.1333,65.68,68.605,62.625,46.843,46.303,80.898,63.44,48.148,46.313,62.284,62.862,52.136,47.164,66.039,62.763,64.986,65.424,47.999,65.155,57.469,32.904,41.877,35.416,49.378,36.447,37.357,49.612,53.239,65.976,56.055,64.556,48.203,50.456,26.185,79.965,58.194,59.44,53.507,51.673,53.941,36.449,52.795,53.764,37.506,30.934,64.56,35.014,22.497,59.383,42.238,42.997,33.272,39.208,48.184,32.023,39.666,48.922,37.984,39.238,53.571,54.054,41.559,55.488,27.1,45.707,31.214,53.996,51.482,52.517,38.875,74.854,34.179,62.404,31.044,68.305,37.831,46.923,31.197,48.908,17.783,51.342,56.839,34.767,36.964,48.34,34.974,42.254,36.245,34.484,56.798,28.132,55.359,52.413,48.925,31.073,26.386,30.442,35.49,65.265,27.055,53.092,56.843,41.113
556.3138,0,4.522,34.858,15.35,14.049,5.943,16.367,17.583,7.537,16.295,9.746,22.2,17.699,13.937,7.526,15.763,15.392,13.506,13.248,8.122,12.787,34.198,4.425,17.743,13.463,6.806,19.2,9.097,2.84,11.314,4.567,18.477,13.901,17.062,5.439,6.174,17.031,6.728,13.858,61.279,18.056,15.122,8.144,59.539,8.185,15.007,13.644,10.184,4.303,13.332,7.841,21.697,21.875,16.447,40.207,23.445,19.077,16.195,16.36,7.613,5.923,3.004,13.625,11.169,1.77,13.619,21.668,7.803,0,9.731,7.07,8.336,3.175,9.907,9.411,3.767,4.712,24.097,10.873,10.466,7.802,17.891,7.724,5.007,25.167,7.983,45.081,14.783,6.813,8.203,2.169,5.352,3.075,6.592,7.73,5.006,14.302,39.583,16.062,5.449,4.844,5.266,20.634
508.4543,1.281,1.458,1.569,2.071,2.94,0.698,1.914,2.2,1.117,0.213,0.644,2.339,1.51,1.305,1.257,2.14,2.132,1.003,2.722,0.627,1.064,1.423,0.771,1.121,2.839,1.074,0.911,1.384,0.52,2.329,1.07,4.207,2.238,0.794,1.184,1.327,0.992,0.476,1.627,1.207,3.124,1.166,0.869,1.168,1.069,2.712,2.123,1.932,0.088,1.689,1.809,2.694,3.514,3.212,2.286,2.633,1.802,2.56,2.958,0.09,0.258,0.748,0.743,0.728,0.22,2.378,1.379,0.888,0.531,1.015,0.072,1.36,0.208,0.807,0.914,0.813,0.499,1.413,2.246,2.534,1.421,1.059,2.071,0.827,2.103,0.574,3.291,4.097,0.732,1.184,1.186,0.749,0.183,0.651,0.293,1.494,0.077,1.665,1.432,3.185,0.848,0.441,1.522
145.0611,29.867,18.252,18.896,10.934,31.265,19.023,14.222,14.741,20.786,13.544,15.288,18.369,14.357,16.597,12.39,13.479,17.255,10.397,10.884,21.691,16.461,18.083,13.396,12.86,20.878,11.805,13.833,15.712,21.185,15.849,15.296,19.716,10.557,12.11,12.398,17.309,23.244,12.989,16.927,10.956,19.521,12.215,23.278,11.267,15.289,19.406,14.652,16.768,16.074,18.801,26.204,17.114,14.471,10.781,17.735,14.166,14.4,14.658,15.922,14.819,9.56,12.869,12.993,14.801,10.465,12.593,10.556,12.396,16.6,9.297,14.537,14.061,18.124,11.059,8.91,18.212,7.932,16.573,16.34,13.115,16.722,12.264,17.105,13.849,15.898,22.753,12.551,9.361,10.221,10.503,11.393,15.039,18.934,12.471,11.288,10.469,13.362,17.948,14.321,14.131,11.918,15.24,13.889
229.0538,1.068,121.349,0.314,267.599,0,112.656,0.29,0.083,0.07,0.284,193.972,0.089,410.837,0.272,71.597,0.379,0.278,0.52,0.828,34.935,0.749,0.142,168.229,0.06,0.096,173.733,147.465,214.353,138.653,64.225,1.301,0.646,0.044,214.904,0.05,110.488,0.472,63.192,0.467,0.034,1.667,0.059,0.106,0.249,0.181,0.18,182.584,0,0.694,0.019,2.502,0,0.368,241.244,1.285,118.246,0.17,0,81.245,0,0.117,0.286,1.046,59.687,0.122,58.356,91.784,0.493,112.354,1.167,0,0.181,0,0,0.175,206.642,142.998,0,0.827,0,0,0,209.763,0,0.676,1.156,43.477,0,0.075,0.088,105.363,0.326,0,0.511,0.19,234.032,102.641,0.558,0,2.423,0,0,0
593.4769,0.718,6.151,10.001,4.951,4.701,8.057,2.5,2.397,0.943,1.375,2.005,1.083,0,3.125,13.395,3.031,9.164,1.858,3.789,0.399,2.245,19.061,11,0,0.425,12.757,12.628,7.021,4.333,10.823,3.925,5.585,0.887,10.323,4.565,8.097,0.296,8.709,0.763,13.333,3.964,17.057,13.418,12.442,8.822,20.432,2.58,9.787,0,1.245,0.524,1.114,9.343,3.056,2.923,7.719,1.435,8.992,14.172,6.35,0.136,5.358,13.377,3.614,0.962,11.881,0.427,1.89,0.034,0.11,4.985,2.804,0.049,0.519,0.036,5.607,2.773,5.133,0.074,6.091,0,3.343,9.153,0.257,3.65,36,25.612,0.635,2.219,3.757,8.06,0.78,0.142,1.559,1.881,5.769,5.947,18.382,19.578,5.332,0.941,3.057,0.429
448.3069,66.747,44.434,77.159,204.39,34.872,7.49,124.797,78.182,66.854,348.528,121.557,236.789,15.523,18.417,205.434,140.245,6.137,114.409,71.304,245.166,218.373,489.547,45.565,261.036,81.341,71.455,10.762,18.323,175.984,61.946,34.99,199.367,25.233,126.222,121.913,169.387,131.986,45.633,103.432,51.755,30.839,95.319,40.94,388.205,25.972,63.683,32.101,11.039,108.389,190.515,29.31,116.789,62.8,40.725,134.585,174.718,21.339,75.401,132.379,118.421,76.405,125.886,104.851,165.534,57.16,779.15,318.675,58.729,117.727,14.006,50.328,348.443,72.677,59.723,12.241,108.485,183.071,52.503,44.105,28.039,51.045,354.491,70.114,124.937,36.549,6.426,141.04,98.478,449.141,79.59,340.597,42.946,54.477,60.602,105.298,48.098,53.913,41.881,141.695,15.689,297.108,32.309,203.375
243.0389,11.586,11.24,10.529,10.843,10.71,12.348,10.913,9.188,9.034,11.958,13.006,13.047,12.447,13.142,10.007,17.709,13.108,9.414,8.845,7.292,6.757,6.781,6.862,10.017,7.952,5.292,9.471,7.212,11.243,7.426,4.973,0,5.51,5.334,6.74,12.7,14.619,5.667,7.029,0,0,0,0,0,0,0,0,0,0,0,0,7.616,8.285,7.814,9.272,9.074,11.444,7.17,6.734,6.899,0,7.131,8.358,0,0,0,0,0,7.832,0,6.805,0,0,0,0,0,0,5.309,5.554,2.881,6.263,4.776,5.815,4.504,6.518,6.06,4.725,3.363,3.676,4.782,4.071,5.86,4.63,4.766,4.504,0,6.078,0,5.382,0,0,0,0
417.3213,3.317,4.352,3.877,3.134,5.486,6.136,2.673,2.654,3.485,0.875,1.912,3.341,1.702,2.543,2.689,2.297,3.496,2.257,4.671,2.583,1.77,2.475,2.156,2.524,3.768,3.647,1.924,2.592,2.74,2.958,3.586,4.833,3.178,1.664,3.919,4.235,2.923,2.248,3.787,2.103,5.739,3.138,4.696,2.496,3.883,5.309,3.902,5.711,5.026,3.179,4.299,3.583,4.002,5.693,5.346,4.117,4.323,5.287,5.916,2.962,2.266,2.933,3.896,2.244,2.747,2.95,2.202,3.561,4.494,1.799,2.397,3.342,2.391,2.984,5.263,3.744,3.341,3.873,6.889,7.503,9.155,5.572,9.126,9.078,8.322,7.562,8.647,9.056,8.238,10.511,8.714,3.926,8.203,5.456,6.262,5.909,2.133,2.349,6.095,15.509,3.943,3.587,2.856
508.5328,4.148,4.572,4.778,5.851,8.302,2.589,5.539,6.135,3.556,0.864,2.345,6.645,4.523,4.019,3.766,5.972,6.258,3.102,7.194,2.705,4.235,5.005,3.126,3.881,8.818,3.805,3.755,4.652,2.622,7.396,3.94,11.478,6.576,2.984,3.76,4.779,4.233,2.218,5.782,4.504,10.144,4.245,4.1,4.675,4.658,9.148,7.171,6.951,1.234,6.459,6.719,8.736,10.077,9.619,8.626,8.736,6.863,8.572,9.054,1.618,1.604,3.501,3.657,3.813,2.021,8.967,6.027,4.641,3.177,4.831,1.465,5.955,2.08,4.222,4.26,4.571,2.623,6.324,8.594,9.681,6.33,4.61,7.56,4.558,7.84,3.831,10.712,13.389,3.313,5.122,5.428,4.582,2.711,3.613,2.825,5.981,1.777,6.838,5.939,12.005,4.171,3.271,6.466
591.3893,5.291,12.169,11.119,25.296,5.291,28.088,17.005,4.408,5.067,12.091,9.741,3.746,7.261,19.004,6.1,28.883,12.447,28.173,6.551,12.882,9.655,10.934,4.469,14.254,7.433,44.078,9.776,16.998,2.074,18.817,8.773,11.277,9.996,14.027,9.583,8.568,7.134,21.432,3.267,8.359,14.194,10.504,22.687,29.934,18.742,11.796,4.337,3.525,5.923,24.047,5.182,20.51,31.726,34.245,4.503,16.111,14.961,14.718,10.268,9.195,3.744,11.746,16.414,12.831,14.732,4.009,6.355,9.539,7.95,14.099,34.033,12.828,3.984,6.612,7.038,14.343,5.894,38.561,5.154,27.225,0.826,10.472,7.605,4.844,7.006,14.807,48.527,12.692,13.677,22.549,6.658,24.721,0.701,11.522,7.411,15.378,11.987,23.935,35.209,2.015,13.414,12.108,2.503
391.2401,0,0,1.751,1.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0.79,0.843,0.77,0.626,1.021,0.795,0.778,0.664,0.646,0.824,0.644,0.896,0.567,0.601,0.775,0.952,0,0,0,0,0,0,0,0,0,1.213,3.97,0,0,0,0,1.156,1.146,1.308,1.601,1.098,1.371,1.327,1.282,0.443,0.291,0.369,0.689,0,0.494,0.54,0.57,0.498,0.568,0,0,0,0,0.39,0.513,0.566,0.377,0.731,1.049,1.12,0.88,0.788,0.764,1.106,1.118,0.699,0.82,1.085,0.445,0.754,0.744,0.356,0.872,0.587,0.818,0.905,0,0,0.421,0.599,0,0,0.453
229.1425,6.13,9.862,6.385,7.261,7.991,17.073,6.324,11.227,4.925,6.619,7.254,8.058,6.702,7.822,7.599,11.313,13.087,5.965,8.41,5.2,3.466,16.179,6.972,4.83,4.604,5.969,10.381,9.917,7.745,6.995,8.068,9.478,5.305,4.359,6.934,7.164,7.824,5.936,11.501,9.68,5.79,11.752,7.286,5.668,5.101,7.111,4.893,4.759,8.013,4.983,4.643,3.038,4.991,6.89,5.16,7.508,4.727,5.99,3.56,7.878,7.74,5.753,6.267,3.658,4.232,2.948,8.117,5.354,5.43,3.212,5.707,4.427,4.16,19.951,5.818,4.819,6.999,4.501,5.777,3.31,5.223,4.085,2.9,4.04,3.156,3.373,4.243,2.482,7.008,4.631,2.527,4.277,4.267,5.73,0,0,0,0,0,0,0,13.487,0
282.0841,7.097,0,12.127,0,7.52,10.104,7.958,0,0,0,0,0,5.947,0,0,10.811,7.692,4.307,0,7.167,4.503,4.487,6.663,10.22,7.689,5.996,3.488,9.579,0,8.624,9.347,0,3.452,6.526,3.969,5.975,5.857,6.963,2.88,7.483,6.469,3.817,12.694,5.026,5.477,0,5.079,0,4.25,10.594,6.257,0,0,4.342,0,8.844,27.116,5.699,0,0,11.699,0,4.795,0,5.191,0,3.667,2.982,4.641,0,4.113,4.278,8.767,0,0,5.483,0,0,2.456,0,0,6.401,6.225,3.019,5.835,2.781,0,5.896,0,1.327,0,7.795,5.677,5.113,0,3.498,10.582,5.5,4.315,5.51,0,4.625,4.468
333.0584,0,0,2.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.438,0,1.742,0,1.95,0,0,0,0,0,0,0,0,0,0,1.958,1.087,1.28,1.063,2.283,1.814,1.394,1.424,1.744,3.454,1.359,1.726,2.196,1.658,1.609,3.295,2.257,1.136,0.725,0.598,1.179,0.87,2.013,0,0,0.977,1.354,0.518,0.617,0.904,0.424,3.504,0.825,0.568,0.673,1.151,0.697,0.424,0.631,0.656,0.482,0.482,0.348,1.26,0.616,1.455,0.973,1.316,1.65,1.476,1.452,1.319,1.066,0.875,0.564,1.045,0.833,1.713,0.998,0.804,1.674,1.828,2.114,0,0,0,0,0,3.41
503.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.533,2.17,2.331,2.64,3.109,4.361,3.368,2.162,2.545,0,3.54,3.147,3.794,2.665,1.732,3.161,2.762,0,1.626,2.651,1.373,2.761,1.658,0,0,2.111,2.581,1.89,2.338,2.318,0,2.865,4.159,3.546,5.487,5.539,5.061,4.934,5.609,5.3,1.736,0.844,1.011,1.481,0.656,1.146,1.415,0.746,1.052,2.576,0.682,0.572,0.819,0.761,0.912,1.693,1.428,1.105,3.974,5.034,4.839,5.498,4.222,7.033,6.065,5.582,4.936,4.535,3.939,3.305,4.543,4.77,2.228,4.54,2.434,3.286,3.496,1.982,1.637,2.857,10.039,2.368,2.455,2.307
478.293,4.151,3.494,21.323,8.491,11.142,3.716,9.946,15.623,4.266,7.969,8.492,21.342,5.767,5.072,10.316,12.031,11.043,8.885,9.606,11.972,9.207,37.016,5.645,18.92,13.153,8.337,11.142,4.571,3.52,13.062,5.042,40.259,10.674,17.105,5.662,2.302,14.205,5.512,17.318,19.193,13.389,13.384,7.461,39.437,4.016,20.257,9.143,9.417,3.961,12.362,8.532,17.257,12.795,11.667,26.527,22.838,9.481,11.414,10.762,6.624,6.549,6.857,16.583,16.762,1.401,15.589,35.774,9.207,2.274,8.348,9.066,7.851,2.148,9.246,9.084,5.613,5.031,25.913,9.296,7.929,9.419,31.318,9.392,5.579,28.444,7.17,23.409,19.555,4.599,6.947,7.123,8.121,3.549,5.337,5.443,8.461,11.013,19.366,14.042,3.546,2.907,3.867,19.848
531.3652,0.913,3.338,1.439,1.151,1.543,3.439,1.729,0.786,1.152,1.177,2.129,1.427,0.682,1.426,3.408,0.742,1.914,3.076,2.304,0.673,1.322,3.358,2.824,0.821,1.138,3.992,2.447,1.8,0.688,2.868,2.403,1.586,1.738,2.293,2.581,3.086,0.96,4.037,0.616,1.085,1.025,3.739,2.712,0.932,0.713,2.585,0.266,1.38,0.363,0.466,0,0.745,3.373,1.333,0.633,2.355,1.781,2.986,2.629,4.662,0.842,2.786,2.851,3.031,1.547,1.497,0.506,1.068,1.01,0.374,3.012,0.957,0.566,1.095,0.276,3.94,1.511,1.517,0.503,1.106,0.199,1.304,2.934,0.743,0.743,5.881,1.546,0.493,1.664,1.722,2.762,0.984,0.464,2.922,0.888,0.729,1.593,0.555,3.165,0.429,1.262,1.55,0.256
588.2595,4.369,4.18,12.081,10.188,14.252,4.148,9.656,6.15,7.139,3.676,4.365,11.211,10.314,6.681,5.633,6.395,5.343,8.591,5.248,2.336,5.317,6.366,3.173,8.373,8.506,5.882,5.63,5.417,0,7.024,3.19,6.401,4.831,7.918,5.041,4.594,3.802,2.814,5.695,9.014,8.694,5.057,4.759,13.086,4.387,8.844,11.108,7.473,3.182,5.511,6.791,8.23,5.189,6.959,8.703,6.036,3.738,5.562,13.017,2.468,2.481,0,3.194,3.594,2.235,6.894,6.23,3.627,0,2.463,0,2.869,0,3.305,5.53,0,0,6.906,4.68,4.689,3.004,3.304,4.534,4.336,4.262,1.963,7.496,7.99,6.289,4.361,3.191,2.958,6.372,6.082,8.395,3.141,6.242,11.199,3.371,4.466,3.473,3.517,9.67
568.565,1.756,1.829,1.628,2.207,3.174,0.909,2.055,2.426,1.238,0.181,0.81,2.388,1.641,1.353,1.383,2.34,2.403,1.126,2.851,1.061,1.614,1.767,1.07,1.536,3.756,1.166,1.123,1.607,0.852,2.754,1.32,4.538,2.486,0.963,1.367,1.596,1.23,0.548,1.865,1.081,3.271,1.288,1.083,1.357,1.3,2.904,2.15,2.081,0.187,2.078,2,3.165,4.076,3.483,2.471,3.09,2.263,2.908,3.121,0.248,0.214,0.643,0.541,0.566,0.278,2.05,1.005,0.775,0.616,0.91,0.099,1.148,0.148,0.787,0.775,0.799,0.517,1.81,3.222,3.022,2.027,1.334,2.644,1.34,2.852,0.709,3.664,4.105,1.093,1.574,1.757,1.423,0.481,1.111,0.361,1.773,0.23,1.597,1.619,3.9,1.151,0.77,1.647
530.3016,161.36,148.624,368.145,295.674,425.926,154.09,309.425,227.351,239.417,151.448,169.342,352.114,286.106,240.662,173.333,216.888,241.606,254.913,226.786,138.203,230.336,239.09,142.806,280.201,304.082,218.225,241.393,215.285,79.993,271.156,141.946,322.548,197.986,264.743,153.977,191.867,204.223,144.763,282.331,369.961,394.833,242.92,257.682,482.391,235.871,396.612,457.234,312.707,159.482,280.194,314.19,331.349,256.486,323.422,385.87,287.017,278.955,247.191,283.694,146.387,126.043,128.119,257.056,247.515,150.798,355.424,406.14,254.987,106.462,225.267,125.204,268.346,122.407,228.855,233.52,222.257,158.987,339.079,273.786,284.342,207.447,200.997,259.983,233.634,270.171,141.752,363.549,433.251,256.134,241.612,187.495,220.411,319.403,299.14,402.411,179.251,246.474,480.718,232.605,305.605,230.754,227.498,472.453
313.1213,13.979,11.816,9.84,6.727,9.183,10.598,7.344,6.042,8.839,7.454,8.426,10.487,7.193,11.095,9.408,8.826,10.471,6.839,8.276,11.382,48.678,7.386,5.966,6.32,8.104,6.976,11.314,8.582,9.367,7.658,13.852,6.374,9.495,9.306,10.389,8.078,26.589,9.396,7.952,11.357,6.24,16.721,8.694,3.98,12.626,12.103,7.272,8.641,9.928,7.767,8.704,5.887,7.36,5.142,3.826,5.418,5.734,6.726,6.163,7.612,6.032,5.439,7.637,4.845,7.955,5.719,4.116,6.551,9.232,3.432,9.341,3.733,7.658,5.611,7.217,15.38,6.081,4.492,6.88,3.96,6.679,3.916,4.561,6.781,5.506,6.746,4.609,3.567,4.209,5.596,5.204,6.868,5.713,4.283,12.763,4.791,4.734,5.08,13.873,4.694,4.883,6.569,5.803
124.0089,9.112,10.438,11.547,7.095,11.16,12.457,6.876,5.522,12.109,9.911,8.918,14.134,6.247,10.554,7.668,7.12,13.917,4.675,7.154,6.698,9.274,6.298,7.622,5.994,8.775,6.058,7.432,5.949,6.265,5.291,4.641,6.043,5.646,6.296,6.493,7.302,6.896,7.483,11.255,4.38,4.653,3.637,7.261,6.021,6.172,10.559,4.186,22.605,7.185,12.24,9.572,8.972,6.042,5.604,14.847,9.202,11.556,7.697,9.031,10.668,8.237,8.321,7.218,6.734,7.944,8.098,3.947,6.326,8.304,6.41,6.85,10.884,10.603,5.535,6.58,7.845,4.324,6.173,4.97,9.543,10.601,4.397,9.625,5.302,7.847,6.725,4.833,5.405,6.727,6.491,3.406,7.561,7.013,6.051,9.355,6.331,3.754,6.279,5.387,5.112,6.654,5.747,4.106
289.1656,252.001,271.558,239.091,169.491,178.528,288.767,255.217,184.376,185.328,235.76,252.304,211.285,190.39,259.361,248.078,255.374,243.248,183.659,251.124,245.291,147.712,184.206,155.417,202.498,157.488,158.197,200.232,246.322,268.48,229.104,272.262,206.73,219.277,108.007,331.187,251.826,263.409,228.788,224.988,228.859,160.668,219.542,227.647,170.396,137.082,265.459,154.251,113.176,279.805,190.799,191.784,140.042,172.754,196.324,138.016,171.572,212.012,159.505,170.041,209.045,249.087,200.382,225.052,124.462,200.779,146.787,240.066,221.448,226.294,193.885,312.457,164.769,277.111,147.547,294.192,164.597,217.344,136.436,214.135,85.876,209.807,235.411,142.464,175.447,216.065,160.07,174.941,156.674,144.304,246.33,143.196,295.233,235.014,213.982,154.812,134.952,124.085,159.959,284.987,126.072,250.963,271.815,188.916
427.1204,0,19.83,44.68,20.509,27.985,19.16,24.444,39.361,39.637,60.808,40.007,28.061,52.761,25.617,0,0,0,68.637,17.019,24.6,40.996,28.834,16.249,33.426,42.175,16.678,13.743,15.336,0,18.767,7.212,30.074,23.179,27.463,0,22.981,25.031,19.888,25.417,44.635,19.421,19.939,0,16.83,46.777,15.337,19.477,8.226,15.295,10.319,0,13.192,37.052,10.371,25.213,13.101,9.479,25.081,9.641,16.828,14.71,13.954,11.265,59.321,15.071,0,12.587,6.72,21.403,17.254,58.895,28.65,15.882,57.56,14.104,34.742,18.666,34.282,17.407,27.285,5.411,16.862,13.433,17.19,7.561,30.261,3.905,4.869,33.805,8.832,14.61,0,10.571,14.92,2.333,31.712,6.423,27.221,17.154,21.165,0,12.207,21.705
347.1239,54.109,51.862,45.522,33.745,34.191,58.738,46.341,36.303,37.472,42.615,46.904,41.528,37.79,53.28,45.933,52.398,48.012,33.71,48.006,50.879,27.603,35.589,27.884,38.614,31.315,27.647,37.978,46.972,52.981,43.955,53.595,38.268,39.096,18.983,60.467,45.624,47.307,42.144,42.647,41.657,28.181,40.881,37.952,28.089,22.727,46.777,26.914,19.319,47.715,30.326,32.02,25.633,33.869,34.725,22.622,31.235,44.218,31.64,30.784,38.473,46.486,35.478,40.969,22.525,35.255,26.046,35.636,41.475,41.699,33.284,58.161,27.855,53.329,26.29,52.641,27.786,38.825,22.659,38.132,13.899,34.791,35.91,22.511,29.47,34.679,24.852,27.921,23.292,23.115,38.423,21.642,43.38,33.947,32.221,21.232,22.643,20.176,25.682,46.711,18.833,38.167,42.803,28.172
319.0945,28.809,30.574,25.113,20.524,19.942,32.715,26.293,19.892,20.796,24.332,26.29,24.213,21.893,29.957,25.811,29.815,26.991,18.758,28.48,23.517,13.437,17.013,13.622,18.61,15.974,15.326,19.006,21.115,26.272,20.354,24.151,17.07,18.309,10.171,26.086,18.934,20.438,19.839,19.199,19.403,13.004,19.221,19.256,11.71,11.489,21.547,13.168,10.231,23.29,14.883,32.467,14.038,18.551,19.992,12.729,19.535,20.619,17.195,15.956,21.819,21.751,16.849,21.12,11.257,18.478,13.526,17.504,19.928,20.755,15.481,29.288,10.526,23.506,12.614,24.412,13.368,19.301,11.817,18.289,7.147,19.753,17.101,11.236,13.702,17.691,13.36,15.32,11.111,11.849,20.61,10.876,21.47,17.146,15.877,14.56,11.831,11.831,11.81,21.387,22.642,16.9,20.14,15.432
